Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
102481,Marketing,46,98065,17,161,100,Yes
102482,Sales,48,50868,20,138,100,Yes
102483,Finance,38,46309,9,216,100,Yes
102484,Operations,52,43284,12,168,100,Yes
102485,Finance,23,89000,4,132,80,Yes
102486,HR,22,104179,13,180,100,Yes
102487,Support,53,82107,4,207,100,Yes
102488,Marketing,39,85049,7,184,100,Yes
102489,Sales,37,49265,14,147,100,Yes
102490,Finance,53,101490,9,161,100,Yes
102491,Marketing,32,43880,23,126,100,Yes
102492,HR,23,104579,1,120,69,No
102493,Support,46,20255,1,210,91,Yes
102494,IT,55,21502,20,161,100,Yes
102495,Operations,28,90192,4,126,90,Yes
102496,Marketing,56,85424,1,230,100,Yes
102497,Marketing,27,95838,22,225,100,Yes
102498,IT,56,90966,10,144,100,Yes
102499,Marketing,36,61366,2,230,100,Yes
102500,HR,44,47425,21,161,100,Yes
102501,HR,21,72328,24,207,100,Yes
102502,IT,45,87396,15,144,100,Yes
102503,Operations,30,91694,3,175,91,Yes
102504,Sales,36,25806,23,198,100,Yes
102505,Finance,36,106274,9,184,100,Yes
102506,Sales,28,37106,17,154,100,Yes
102507,Marketing,49,76731,21,160,100,Yes
102508,Finance,59,95010,13,150,100,Yes
102509,IT,48,102533,3,210,100,Yes
102510,IT,26,52599,4,132,85,Yes
102511,Operations,36,91326,4,175,97,Yes
102512,Finance,40,95706,11,160,96,Yes
102513,HR,36,29004,7,200,100,Yes
102514,Finance,27,71364,11,189,100,Yes
102515,Marketing,34,45792,24,138,100,Yes
102516,HR,46,115752,11,138,100,Yes
102517,Support,46,84912,10,161,94,Yes
102518,Support,34,74645,5,192,100,Yes
102519,Support,27,27232,13,168,100,Yes
102520,IT,53,98210,12,168,100,Yes
102521,Finance,46,74766,10,192,100,Yes
102522,Support,40,101588,7,140,94,Yes
102523,Sales,23,68542,19,200,100,Yes
102524,Operations,24,25913,19,140,100,Yes
102525,Sales,46,113449,19,230,100,Yes
102526,Support,31,30567,12,147,100,Yes
102527,Operations,22,58379,20,168,100,Yes
102528,Marketing,34,94968,22,250,100,Yes
102529,Sales,50,20319,15,126,100,Yes
102530,Finance,32,110005,5,160,78,No
102531,Finance,46,112026,24,216,100,Yes
102532,Sales,53,106120,14,200,100,Yes
102533,Support,33,24791,12,120,100,Yes
102534,Finance,34,117272,21,154,100,Yes
102535,Marketing,44,20329,11,150,100,Yes
102536,HR,54,94387,5,200,100,Yes
102537,Support,46,81032,16,161,100,Yes
102538,Marketing,41,64078,18,120,100,Yes
102539,Operations,48,108662,12,216,100,Yes
102540,Marketing,56,41300,5,184,99,Yes
102541,Support,22,95700,16,160,100,Yes
102542,Operations,29,70945,12,230,100,Yes
102543,Support,43,75609,23,140,100,Yes
102544,Finance,35,80562,2,175,88,Yes
102545,HR,33,110045,6,184,100,Yes
102546,Support,43,81901,23,126,100,Yes
102547,Support,37,25703,21,154,100,Yes
102548,Finance,22,112645,4,207,97,Yes
102549,IT,40,83115,13,216,100,Yes
102550,Finance,40,108090,10,154,100,Yes
102551,Operations,23,47676,17,154,100,Yes
102552,Finance,32,81710,14,160,100,Yes
102553,Finance,22,80077,24,230,100,Yes
102554,HR,56,109340,15,200,100,Yes
102555,Finance,34,65440,8,220,100,Yes
102556,Support,36,56923,23,216,100,Yes
102557,HR,39,49802,24,250,100,Yes
102558,Sales,54,110331,18,200,100,Yes
102559,IT,26,82904,3,168,71,No
102560,HR,33,80162,17,240,100,Yes
102561,Operations,56,85169,24,160,100,Yes
102562,Sales,42,88147,24,189,100,Yes
102563,HR,38,42075,7,230,100,Yes
102564,HR,32,102015,13,198,100,Yes
102565,IT,50,94716,16,207,100,Yes
102566,Support,27,29304,5,150,94,Yes
102567,Operations,52,79622,4,220,100,Yes
102568,Marketing,39,74215,10,160,100,Yes
102569,Marketing,26,100146,13,230,100,Yes
102570,HR,40,93973,10,200,100,Yes
102571,Finance,47,32521,14,180,100,Yes
102572,Operations,57,44028,22,207,100,Yes
102573,Sales,27,59328,12,207,100,Yes
102574,Finance,25,47301,1,198,100,Yes
102575,Finance,31,58015,21,200,100,Yes
102576,Operations,35,107276,20,175,100,Yes
102577,Support,23,56845,20,144,100,Yes
102578,HR,25,106818,7,180,100,Yes
102579,HR,43,96394,9,225,100,Yes
102580,HR,57,64159,8,126,88,Yes
102581,HR,29,63714,13,198,100,Yes
102582,Marketing,35,100722,14,154,100,Yes
102583,HR,23,119721,12,240,100,Yes
102584,Marketing,49,116730,8,144,100,Yes
102585,Marketing,26,45230,21,160,100,Yes
102586,Support,37,112554,22,132,100,Yes
102587,HR,46,69262,18,154,100,Yes
102588,IT,41,110201,16,168,100,Yes
102589,Sales,28,61722,11,200,100,Yes
102590,Finance,41,66359,16,180,100,Yes
102591,Marketing,31,82796,14,150,100,Yes
102592,Operations,58,60159,3,192,100,Yes
102593,Operations,28,107052,21,150,100,Yes
102594,Sales,44,110209,2,200,100,Yes
102595,Operations,55,25239,3,126,76,No
102596,IT,34,111951,4,160,82,Yes
102597,Operations,34,70886,22,175,100,Yes
102598,Finance,30,47195,5,184,100,Yes
102599,Finance,32,114859,10,138,87,Yes
102600,Marketing,58,116299,20,210,100,Yes
102601,HR,54,54674,2,216,100,Yes
102602,Support,30,38105,12,198,100,Yes
102603,IT,37,49739,5,200,100,Yes
102604,Marketing,37,51969,5,150,88,Yes
102605,IT,23,34497,23,240,100,Yes
102606,HR,51,21816,1,150,98,Yes
102607,Operations,21,112019,4,192,83,Yes
102608,Operations,32,79254,21,140,100,Yes
102609,Support,59,107695,24,132,100,Yes
102610,HR,24,89385,12,180,100,Yes
102611,Marketing,33,107148,12,198,100,Yes
102612,Support,54,53826,16,175,100,Yes
102613,HR,41,83365,24,126,100,Yes
102614,Sales,42,104242,17,154,100,Yes
102615,Finance,24,70100,21,192,100,Yes
102616,Support,38,110099,10,147,100,Yes
102617,Support,25,24359,17,200,100,Yes
102618,Marketing,39,116205,17,207,100,Yes
102619,IT,22,32809,18,168,100,Yes
102620,Sales,32,84450,2,132,84,Yes
102621,Marketing,37,58428,4,126,76,No
102622,HR,30,114990,19,150,100,Yes
102623,HR,54,92790,11,126,88,Yes
102624,HR,26,110321,17,250,100,Yes
102625,HR,28,22093,12,184,100,Yes
102626,IT,31,64498,2,132,74,No
102627,Sales,32,60985,6,168,100,Yes
102628,Operations,29,52009,9,147,100,Yes
102629,Finance,22,102094,5,200,100,Yes
102630,IT,28,37718,20,192,100,Yes
102631,IT,31,36705,21,168,100,Yes
102632,Operations,56,107618,9,192,100,Yes
102633,Operations,30,82598,23,200,100,Yes
102634,Finance,41,97878,8,192,100,Yes
102635,Finance,40,32239,20,192,100,Yes
102636,Operations,28,66622,8,120,72,No
102637,HR,56,66665,22,160,100,Yes
102638,IT,49,52274,21,120,100,Yes
102639,Marketing,32,31419,23,138,100,Yes
102640,Finance,34,35003,6,200,100,Yes
102641,Finance,41,50866,3,175,90,Yes
102642,Operations,42,41988,5,180,100,Yes
102643,Sales,41,75894,9,175,100,Yes
102644,Marketing,50,110444,7,192,100,Yes
102645,Marketing,59,25674,4,160,90,Yes
102646,Finance,40,90538,7,147,88,Yes
102647,HR,44,113103,5,160,77,No
102648,Sales,43,86446,11,120,83,Yes
102649,Marketing,27,49072,15,250,100,Yes
102650,Finance,29,53717,2,176,100,Yes
102651,Marketing,21,107345,13,192,100,Yes
102652,Support,46,46651,22,175,100,Yes
102653,Sales,58,64291,16,144,100,Yes
102654,Sales,58,83350,7,147,83,Yes
102655,Support,42,102020,8,161,85,Yes
102656,IT,30,24646,6,176,100,Yes
102657,Support,26,59713,24,126,100,Yes
102658,Operations,37,87936,7,168,100,Yes
102659,Operations,58,64331,18,192,100,Yes
102660,Finance,44,42185,22,176,100,Yes
102661,Sales,30,104263,22,192,100,Yes
102662,IT,28,118656,20,230,100,Yes
102663,IT,41,72107,7,216,100,Yes
102664,Marketing,26,86554,3,120,68,No
102665,Marketing,41,37563,5,240,100,Yes
102666,Support,59,90729,1,180,91,Yes
102667,IT,44,35701,15,189,100,Yes
102668,Support,53,89072,3,207,100,Yes
102669,Support,38,68217,8,250,100,Yes
102670,Marketing,48,64610,9,120,78,No
102671,Sales,52,104422,15,161,97,Yes
102672,Support,32,70131,10,216,100,Yes
102673,HR,47,49410,2,175,85,Yes
102674,Sales,30,119280,20,168,100,Yes
102675,IT,52,78715,5,168,100,Yes
102676,IT,46,58665,19,168,100,Yes
102677,Support,45,35957,13,160,100,Yes
102678,Sales,31,68127,11,126,100,Yes
102679,Marketing,43,83589,1,138,60,No
102680,Marketing,54,66008,22,168,100,Yes
102681,Operations,43,81920,15,138,100,Yes
102682,IT,49,52875,18,198,100,Yes
102683,Finance,51,21626,16,120,100,Yes
102684,Operations,27,110815,9,160,100,Yes
102685,Marketing,53,83822,1,207,100,Yes
102686,Sales,41,91765,11,168,100,Yes
102687,Marketing,22,92413,9,175,100,Yes
102688,Sales,38,53642,23,168,100,Yes
102689,Operations,53,58311,11,176,100,Yes
102690,IT,57,52356,13,161,100,Yes
102691,Marketing,54,23809,2,132,83,Yes
102692,Support,40,63371,14,161,100,Yes
102693,Sales,55,54875,6,220,100,Yes
102694,IT,38,29465,8,230,100,Yes
102695,Finance,44,86095,18,140,100,Yes
102696,Sales,28,93844,16,154,100,Yes
102697,Operations,50,85250,21,220,100,Yes
102698,Finance,30,106889,12,161,100,Yes
102699,Finance,43,35250,11,189,100,Yes
102700,HR,31,66023,6,210,100,Yes
102701,Marketing,22,66624,3,160,100,Yes
102702,Sales,46,36427,14,240,100,Yes
102703,Finance,56,53276,2,144,84,Yes
102704,HR,53,91643,11,180,100,Yes
102705,Operations,33,99012,22,192,100,Yes
102706,IT,45,23439,3,175,86,Yes
102707,Support,24,105848,18,150,100,Yes
102708,Support,39,107331,1,150,80,Yes
102709,Sales,38,98672,24,225,100,Yes
102710,Finance,57,99703,1,184,90,Yes
102711,Support,50,37300,12,126,100,Yes
102712,Marketing,39,80289,15,160,100,Yes
102713,Support,43,37182,5,184,100,Yes
102714,Support,36,90507,6,150,94,Yes
102715,Support,21,70912,16,160,100,Yes
102716,HR,32,46909,12,189,100,Yes
102717,Finance,44,39659,12,144,100,Yes
102718,Marketing,54,51403,3,207,100,Yes
102719,Finance,28,53586,23,189,100,Yes
102720,Sales,38,30360,2,160,88,Yes
102721,Sales,25,41424,7,176,100,Yes
102722,Sales,46,118035,2,138,73,No
102723,Operations,50,68791,21,140,100,Yes
102724,Support,33,23065,7,120,82,Yes
102725,Operations,39,88795,11,189,100,Yes
102726,HR,49,32300,11,160,100,Yes
102727,Sales,23,53370,14,207,100,Yes
102728,Marketing,46,89831,3,250,100,Yes
102729,Finance,32,47209,14,230,100,Yes
102730,Support,22,40927,11,180,100,Yes
102731,IT,31,54579,4,147,100,Yes
102732,Marketing,48,29032,17,161,100,Yes
102733,Support,38,113254,16,132,100,Yes
102734,Operations,33,98413,3,150,96,Yes
102735,Operations,57,60731,10,144,100,Yes
102736,Marketing,42,112202,21,168,100,Yes
102737,Operations,32,73767,15,147,100,Yes
102738,Sales,22,92302,8,216,100,Yes
102739,HR,57,69954,18,240,100,Yes
102740,Finance,27,108365,3,161,87,Yes
102741,HR,46,105757,7,140,90,Yes
102742,Support,46,45102,10,140,98,Yes
102743,Finance,44,54433,20,132,100,Yes
102744,Finance,32,35932,9,200,100,Yes
102745,HR,36,45714,14,180,100,Yes
102746,Marketing,43,77803,23,132,100,Yes
102747,Finance,29,59743,14,176,100,Yes
102748,HR,52,22552,11,147,98,Yes
102749,Finance,35,76627,1,168,96,Yes
102750,IT,57,65987,4,150,80,Yes
102751,Marketing,33,99810,6,161,100,Yes
102752,Sales,25,65380,22,144,100,Yes
102753,Finance,31,49250,22,216,100,Yes
102754,IT,30,88344,5,175,84,Yes
102755,Sales,33,84686,3,176,100,Yes
102756,Sales,35,65028,2,150,81,Yes
102757,Support,27,35295,3,240,100,Yes
102758,Finance,48,75248,9,176,100,Yes
102759,HR,52,100205,19,192,100,Yes
102760,Finance,55,30523,19,161,100,Yes
102761,IT,35,65530,17,168,100,Yes
102762,Sales,56,33769,18,126,100,Yes
102763,Finance,41,83042,11,220,100,Yes
102764,HR,26,64645,12,225,100,Yes
102765,Support,21,110743,3,240,100,Yes
102766,Finance,24,82142,18,120,100,Yes
102767,Marketing,31,45557,24,161,100,Yes
102768,Support,46,99782,6,144,77,No
102769,HR,57,98382,7,160,88,Yes
102770,IT,43,57085,1,161,81,Yes
102771,Sales,49,70708,6,207,100,Yes
102772,Finance,41,71357,18,189,100,Yes
102773,HR,47,33470,13,132,100,Yes
102774,Support,59,98712,22,192,100,Yes
102775,Marketing,33,99082,19,207,100,Yes
102776,HR,43,26805,7,240,100,Yes
102777,Operations,36,102324,19,161,100,Yes
102778,Marketing,50,114884,9,250,100,Yes
102779,Support,24,82028,3,189,100,Yes
102780,IT,36,70772,23,198,100,Yes
102781,Sales,51,72104,12,120,93,Yes
102782,Support,45,93616,20,120,100,Yes
102783,IT,32,109300,24,175,100,Yes
102784,Finance,46,26630,18,126,100,Yes
102785,HR,57,118869,8,184,100,Yes
102786,Operations,53,35701,9,147,96,Yes
102787,Marketing,48,34859,13,176,100,Yes
102788,Marketing,29,41183,8,120,62,No
102789,HR,32,60438,22,168,100,Yes
102790,Operations,25,117285,10,180,100,Yes
102791,HR,48,117423,17,220,100,Yes
102792,Finance,55,62244,7,207,100,Yes
102793,IT,25,94312,17,168,100,Yes
102794,Support,54,35021,23,180,100,Yes
102795,Marketing,54,89863,18,180,100,Yes
102796,Finance,33,75565,24,240,100,Yes
102797,IT,59,68043,2,210,100,Yes
102798,Finance,34,93150,3,216,100,Yes
102799,Operations,31,84361,19,240,100,Yes
102800,Marketing,58,21245,1,207,99,Yes
102801,Support,24,61011,21,140,100,Yes
102802,HR,53,30355,21,225,100,Yes
102803,HR,27,118841,10,126,100,Yes
102804,IT,28,68692,21,230,100,Yes
102805,Support,57,69004,14,250,100,Yes
102806,Sales,30,49714,13,184,100,Yes
102807,Operations,35,37198,9,184,100,Yes
102808,IT,58,86951,6,132,82,Yes
102809,Sales,35,21652,6,220,100,Yes
102810,Finance,25,63625,19,230,100,Yes
102811,Operations,49,105982,21,176,100,Yes
102812,Finance,39,38740,10,168,100,Yes
102813,Support,30,23810,23,180,100,Yes
102814,Marketing,32,36569,3,250,100,Yes
102815,Operations,24,119855,18,210,100,Yes
102816,Sales,51,99120,21,180,100,Yes
102817,Marketing,38,46783,19,220,100,Yes
102818,HR,36,119065,5,150,86,Yes
102819,Sales,56,98047,11,168,100,Yes
102820,IT,45,29471,10,192,100,Yes
102821,HR,43,26163,17,184,100,Yes
102822,HR,32,83087,4,140,84,Yes
102823,IT,54,82071,21,120,100,Yes
102824,Operations,56,36065,18,144,100,Yes
102825,HR,57,103456,18,216,100,Yes
102826,Support,23,68348,1,161,90,Yes
102827,Sales,29,39154,14,220,100,Yes
102828,Marketing,38,40229,8,126,89,Yes
102829,HR,55,72587,2,147,61,No
102830,Sales,54,69713,19,147,100,Yes
102831,Finance,34,46997,15,132,97,Yes
102832,Sales,24,41101,2,207,100,Yes
102833,Marketing,49,60391,4,147,84,Yes
102834,Sales,35,95863,1,160,66,No
102835,IT,48,92723,19,140,100,Yes
102836,Marketing,36,115221,21,200,100,Yes
102837,Operations,32,79405,10,144,100,Yes
102838,Finance,25,54948,1,240,100,Yes
102839,IT,54,73031,20,198,100,Yes
102840,Operations,21,57921,22,168,100,Yes
102841,Sales,59,92571,15,144,100,Yes
102842,Marketing,52,97007,4,140,87,Yes
102843,Finance,46,48460,7,192,100,Yes
102844,IT,37,41071,7,140,100,Yes
102845,Operations,47,86118,22,189,100,Yes
102846,Operations,44,68282,18,132,100,Yes
102847,Finance,55,111725,13,207,100,Yes
102848,Support,59,78445,10,207,100,Yes
102849,Sales,46,101067,24,180,100,Yes
102850,Finance,58,102208,8,216,100,Yes
102851,Operations,43,74816,10,168,100,Yes
102852,HR,42,105779,14,200,100,Yes
102853,IT,24,23060,14,147,100,Yes
102854,Finance,29,33731,20,160,100,Yes
102855,Support,24,97830,22,189,100,Yes
102856,Operations,27,40719,11,176,100,Yes
102857,Sales,43,67042,6,154,100,Yes
102858,Operations,22,69116,21,180,100,Yes
102859,Sales,44,46325,1,154,79,No
102860,Finance,51,42597,19,216,100,Yes
102861,Sales,51,87439,7,147,100,Yes
102862,Marketing,54,34551,24,138,100,Yes
102863,Marketing,44,113287,18,230,100,Yes
102864,Marketing,46,44278,3,220,100,Yes
102865,Support,36,111189,20,189,100,Yes
102866,Support,33,35141,11,144,100,Yes
102867,HR,35,87913,5,184,100,Yes
102868,Support,47,53615,19,144,100,Yes
102869,Finance,24,82751,21,216,100,Yes
102870,Operations,36,47452,24,138,100,Yes
102871,Operations,50,42725,24,184,100,Yes
102872,HR,50,70391,2,198,89,Yes
102873,Support,56,95060,22,210,100,Yes
102874,Sales,23,31698,4,120,61,No
102875,HR,42,106711,10,210,100,Yes
102876,Sales,42,97850,2,200,100,Yes
102877,Sales,32,22365,8,161,100,Yes
102878,IT,41,117553,1,192,93,Yes
102879,Operations,24,117662,6,126,79,No
102880,Marketing,51,63372,11,240,100,Yes
102881,Support,51,64134,10,210,100,Yes
102882,Sales,43,57823,13,200,100,Yes
102883,IT,40,91158,1,210,97,Yes
102884,Operations,35,116076,2,240,100,Yes
102885,Marketing,43,21949,3,250,100,Yes
102886,Sales,48,69396,9,220,100,Yes
102887,Sales,36,51912,5,161,92,Yes
102888,HR,57,76947,10,154,100,Yes
102889,HR,41,117697,10,198,100,Yes
102890,Operations,35,64387,12,126,100,Yes
102891,Marketing,37,83965,18,184,100,Yes
102892,Sales,57,36508,21,225,100,Yes
102893,Operations,33,65592,21,147,100,Yes
102894,Operations,39,21919,1,140,90,Yes
102895,Finance,50,62595,3,147,82,Yes
102896,Support,38,29617,5,225,100,Yes
102897,HR,34,95268,17,168,100,Yes
102898,Marketing,56,53298,8,189,100,Yes
102899,Sales,56,26929,17,140,100,Yes
102900,Operations,40,34456,9,210,100,Yes
102901,Sales,39,106676,6,250,100,Yes
102902,Finance,27,103721,17,120,90,Yes
102903,Marketing,24,57924,8,161,100,Yes
102904,Operations,54,44240,21,150,100,Yes
102905,Sales,22,107381,7,189,100,Yes
102906,HR,25,29228,7,120,85,Yes
102907,Support,30,41686,15,175,100,Yes
102908,Finance,52,31920,7,207,100,Yes
102909,Marketing,33,27432,22,216,100,Yes
102910,Finance,59,83575,8,220,100,Yes
102911,HR,25,91725,9,180,100,Yes
102912,Marketing,30,113575,15,216,100,Yes
102913,Finance,30,53910,2,138,74,No
102914,IT,58,50226,7,216,100,Yes
102915,HR,47,93150,15,168,100,Yes
102916,HR,41,79099,18,220,100,Yes
102917,HR,28,106760,22,200,100,Yes
102918,IT,21,38013,18,225,100,Yes
102919,IT,48,41446,10,138,98,Yes
102920,Sales,59,90375,22,220,100,Yes
102921,Operations,34,82509,18,230,100,Yes
102922,Support,41,115739,1,192,97,Yes
102923,Finance,50,20557,7,207,100,Yes
102924,Sales,41,50666,3,230,100,Yes
102925,Finance,29,57389,14,240,100,Yes
102926,Support,37,67700,12,240,100,Yes
102927,Operations,25,119143,14,220,100,Yes
102928,IT,51,44578,4,120,71,No
102929,Operations,58,94779,13,168,100,Yes
102930,IT,39,29596,16,176,100,Yes
102931,Support,56,77500,16,138,100,Yes
102932,Operations,53,92534,22,184,100,Yes
102933,Sales,33,30129,5,250,100,Yes
102934,Marketing,34,83394,20,168,100,Yes
102935,Sales,53,86046,6,216,100,Yes
102936,Finance,49,31596,6,198,100,Yes
102937,Sales,56,85355,18,175,100,Yes
102938,Support,30,32974,6,154,86,Yes
102939,HR,51,86673,7,160,97,Yes
102940,Finance,26,113433,24,150,100,Yes
102941,Operations,21,90202,24,132,100,Yes
102942,Finance,27,94442,16,240,100,Yes
102943,Marketing,47,41818,9,132,100,Yes
102944,IT,41,63246,13,147,100,Yes
102945,Operations,48,75598,12,138,96,Yes
102946,Finance,36,22654,19,230,100,Yes
102947,Operations,43,53758,23,225,100,Yes
102948,Operations,40,44204,23,132,100,Yes
102949,Operations,58,54928,1,132,69,No
102950,IT,45,73609,8,154,100,Yes
102951,Support,48,50552,4,176,99,Yes
102952,Sales,25,30336,21,189,100,Yes
102953,Operations,41,67037,22,192,100,Yes
102954,HR,38,36206,19,210,100,Yes
102955,Support,26,54831,21,210,100,Yes
102956,Marketing,49,63563,5,168,100,Yes
102957,IT,39,38361,17,161,100,Yes
102958,Finance,53,61335,3,147,53,No
102959,IT,21,94469,19,154,100,Yes
102960,Finance,23,45816,1,189,100,Yes
102961,IT,41,35619,23,220,100,Yes
102962,Finance,55,112479,1,250,100,Yes
102963,Operations,23,46819,23,240,100,Yes
102964,Sales,45,31741,20,207,100,Yes
102965,Finance,58,28798,9,240,100,Yes
102966,Finance,40,45143,23,200,100,Yes
102967,HR,54,69695,5,144,79,No
102968,Finance,41,52747,7,207,100,Yes
102969,HR,43,119187,6,132,79,No
102970,Marketing,26,41182,17,200,100,Yes
102971,Operations,33,29415,22,175,100,Yes
102972,HR,43,31085,17,154,100,Yes
102973,Sales,29,35008,13,154,100,Yes
102974,Support,37,107638,12,207,100,Yes
102975,Operations,22,38452,4,147,69,No
102976,HR,39,84075,8,180,100,Yes
102977,Operations,39,28120,5,189,100,Yes
102978,Operations,27,84385,5,126,71,No
102979,Operations,40,93356,13,168,100,Yes
102980,Marketing,29,38170,11,200,100,Yes
102981,Sales,37,36259,8,154,100,Yes
102982,IT,47,42099,8,147,100,Yes
102983,IT,22,29649,1,161,87,Yes
102984,HR,56,115791,13,210,100,Yes
102985,Operations,39,79258,5,220,100,Yes
102986,HR,37,61037,21,189,100,Yes
102987,Marketing,25,31805,8,250,100,Yes
102988,Marketing,59,63147,17,216,100,Yes
102989,Finance,38,94280,23,144,100,Yes
102990,Marketing,27,66053,23,189,100,Yes
102991,Finance,37,117841,13,168,100,Yes
102992,Sales,59,111393,9,184,100,Yes
102993,HR,56,96215,2,160,87,Yes
102994,Support,24,115365,19,147,100,Yes
102995,Sales,58,30985,20,207,100,Yes
102996,Marketing,45,113823,17,175,100,Yes
102997,Sales,25,32391,7,230,100,Yes
102998,Sales,50,24861,3,207,100,Yes
102999,Sales,32,83582,19,175,100,Yes
103000,Marketing,24,71928,19,220,100,Yes
103001,Support,44,54364,24,210,100,Yes
103002,Operations,49,102399,9,189,100,Yes
103003,Sales,29,117035,10,126,91,Yes
103004,Finance,24,113330,14,120,83,Yes
103005,Marketing,44,62923,18,230,100,Yes
103006,Sales,34,27919,15,126,100,Yes
103007,Support,25,75896,1,240,100,Yes
103008,Operations,38,105818,6,132,81,Yes
103009,Marketing,39,67396,15,250,100,Yes
103010,IT,32,54840,6,250,100,Yes
103011,Operations,38,62255,18,200,100,Yes
103012,Finance,37,91160,1,250,100,Yes
103013,Sales,50,119242,24,176,100,Yes
103014,Support,44,28176,3,138,67,No
103015,IT,31,53529,17,250,100,Yes
103016,Support,55,76406,16,175,100,Yes
103017,IT,43,32941,8,216,100,Yes
103018,Marketing,37,21669,17,161,100,Yes
103019,IT,21,105782,8,147,92,Yes
103020,Finance,35,64859,17,176,100,Yes
103021,Finance,52,75786,9,150,100,Yes
103022,HR,29,71083,12,192,100,Yes
103023,Finance,35,60076,19,132,100,Yes
103024,Operations,48,40323,4,200,100,Yes
103025,IT,44,119430,21,192,100,Yes
103026,Finance,55,26021,22,180,100,Yes
103027,Marketing,42,59807,11,150,100,Yes
103028,Support,47,70355,4,192,100,Yes
103029,Support,39,64732,14,189,100,Yes
103030,HR,32,28711,14,154,100,Yes
103031,Support,40,83079,6,220,100,Yes
103032,IT,21,27904,17,230,100,Yes
103033,HR,41,84033,2,168,80,Yes
103034,IT,21,106478,8,192,100,Yes
103035,Marketing,30,109787,4,140,80,Yes
103036,HR,52,75096,10,216,100,Yes
103037,Sales,59,110594,7,132,74,No
103038,Operations,42,23093,4,192,98,Yes
103039,Operations,38,44918,16,138,100,Yes
103040,IT,52,92743,14,161,100,Yes
103041,Support,47,82636,16,220,100,Yes
103042,Sales,48,78806,9,132,95,Yes
103043,HR,38,29394,4,132,67,No
103044,Sales,59,112510,24,240,100,Yes
103045,Sales,49,113708,6,144,90,Yes
103046,Support,38,117819,1,126,63,No
103047,HR,28,33280,7,250,100,Yes
103048,Marketing,51,56303,1,250,100,Yes
103049,Support,54,47453,19,140,100,Yes
103050,Sales,27,80695,8,168,100,Yes
103051,Sales,56,88449,3,126,93,Yes
103052,Marketing,38,45765,1,168,93,Yes
103053,Sales,58,22340,1,161,100,Yes
103054,Sales,29,111715,7,168,100,Yes
103055,Sales,29,113409,21,168,100,Yes
103056,Operations,28,58057,13,184,100,Yes
103057,Support,55,20597,1,200,84,Yes
103058,Finance,38,77988,16,161,100,Yes
103059,Support,25,114655,22,180,100,Yes
103060,Marketing,34,35025,22,225,100,Yes
103061,Sales,48,27145,14,150,100,Yes
103062,Support,50,75797,4,154,82,Yes
103063,Operations,24,61723,23,198,100,Yes
103064,Marketing,59,93230,23,161,100,Yes
103065,IT,40,24830,12,154,100,Yes
103066,Support,45,43930,12,216,100,Yes
103067,IT,48,43752,17,161,100,Yes
103068,Sales,32,96025,21,168,100,Yes
103069,Operations,22,118228,15,144,100,Yes
103070,Operations,34,101304,10,230,100,Yes
103071,Support,42,82040,3,225,100,Yes
103072,Marketing,51,87696,23,200,100,Yes
103073,Marketing,43,84648,20,132,100,Yes
103074,Operations,40,75030,20,176,100,Yes
103075,Marketing,58,76815,12,176,100,Yes
103076,Operations,24,105669,1,184,100,Yes
103077,Support,35,55690,1,192,100,Yes
103078,Finance,44,108406,10,180,100,Yes
103079,Operations,45,110032,18,198,100,Yes
103080,IT,21,77923,15,168,100,Yes
103081,Marketing,27,56572,2,147,77,No
103082,Operations,51,74030,17,150,100,Yes
103083,Operations,32,87904,8,147,80,Yes
103084,Support,25,49203,22,120,100,Yes
103085,Marketing,58,97088,22,132,100,Yes
103086,Finance,32,25608,9,126,80,Yes
103087,Support,59,65667,21,200,100,Yes
103088,Finance,38,75547,20,240,100,Yes
103089,Support,22,42485,11,240,100,Yes
103090,Marketing,30,29862,6,189,94,Yes
103091,HR,35,95948,24,132,100,Yes
103092,Marketing,50,106890,14,200,100,Yes
103093,Marketing,37,91880,1,140,83,Yes
103094,Finance,24,77560,7,154,99,Yes
103095,Finance,27,103529,24,207,100,Yes
103096,Marketing,51,114218,9,189,100,Yes
103097,Marketing,59,48415,11,138,100,Yes
103098,Marketing,54,84523,24,126,100,Yes
103099,Finance,26,39323,23,140,100,Yes
103100,Marketing,58,73214,16,154,100,Yes
103101,Marketing,54,37997,19,175,100,Yes
103102,Sales,35,77003,2,154,88,Yes
103103,HR,34,23679,15,210,100,Yes
103104,IT,26,115025,3,144,77,No
103105,HR,57,60308,4,138,90,Yes
103106,Sales,52,95024,20,175,100,Yes
103107,IT,23,59842,22,200,100,Yes
103108,Support,23,85408,7,154,95,Yes
103109,Marketing,42,89532,12,198,100,Yes
103110,Sales,42,73938,4,168,100,Yes
103111,Support,30,25695,10,216,100,Yes
103112,Marketing,23,115740,6,184,100,Yes
103113,Finance,32,78499,22,216,100,Yes
103114,Operations,49,43382,14,175,100,Yes
103115,Sales,37,34235,3,168,92,Yes
103116,Finance,27,82223,17,168,100,Yes
103117,Sales,33,22366,11,216,100,Yes
103118,Sales,22,47467,10,230,100,Yes
103119,Finance,24,79316,21,200,100,Yes
103120,IT,30,26764,10,160,100,Yes
103121,HR,59,110896,10,150,96,Yes
103122,Marketing,44,81836,3,160,96,Yes
103123,Sales,37,51923,24,230,100,Yes
